id,rating
11238,6
31530,8
27256,7
28120,7
66473,7
1834,8
26282,7
37218,6
16372,8
252,8
116356,6
11561,7
11302,7
623,8
583,8
475,8
12614,8
21711,7
11575,7
521,8
11331,7
88,7
21202,7
500,8
8491,6
10537,7
402,7
11386,7
601,8
9504,8
15764,8
792,8
67365,6
2119,6
25842,8
221,8
702,8
136311,5
25750,4
17642,7
744,7
427043,7
9305,8
37616,6
146341,5
11112,6
21612,7
141210,7
36998,8
102461,7
200383,5
116844,6
26626,6
124837,7
11816,8
1630,7
790,7
11843,7
2756,8
10379,6
1103,7
11298,7
49688,7
4481,8
10765,6
85588,7
44497,6
762,8
4480,8
278621,6
99479,6
124829,7
55049,7
79306,8
10548,8
356054,6
104931,7
531,8
4483,7
26167,7
31556,7
18919,7
26174,7
61461,8
218713,6
117500,7
127973,7
659,8
30892,7
86369,7
217802,6
124676,4
8074,7
49763,6
41326,8
10608,7
11216,8
36555,5
7452,8
64567,6
38554,6
975,8
892,8
1600,8
18129,7
54405,7
409,7
26561,7
150823,5
1412,7
38251,8
10161,8
41768,7
10409,7
14285,8
2469,7
10174,6
31225,8
510,9
11455,7
1891,9
2493,8
68,8
429,9
679,8
13446,8
85,8
947,8
389,9
1892,8
28,8
335,8
144,8
595,8
1092,8
769,9
766,8
348,8
185,8
539,8
11645,8
175,8
10835,8
525,8
3109,8
240,9
600,8
530,8
10705,8
279,8
311,8
703,8
9549,8
1398,8
1578,8
387,8
343,8
9277,8
37291,7
490,8
11235,7
9665,8
763,8
218,8
207,8
379,8
696,8
18971,7
37247,8
1480,8
826,8
829,8
422,8
9322,7
828,8
3090,8
9964,6
13667,7
3063,8
832,8
694,8
765,8
235,8
11778,8
5925,8
137,8
4485,7
8428,7
33,8
982,8
212,8
1633,8
1554,8
105,8
11202,8
149,8
8009,7
903,8
11673,8
914,8
10404,8
3034,8
339,8
756,8
665,8
288,8
11031,8
2640,7
11314,8
910,8
16633,7
89,8
15143,7
10322,8
783,8
14370,7
10644,7
11257,7
12104,8
642,8
830,8
8816,8
625,8
2323,8
983,8
655,8
168450,6
639,8
266022,4
30180,8
41801,5
31388,3
10341,7
66034,5
348138,5
96288,7
61536,6
331367,7
18762,5
814,8
8077,6
41671,5
52263,4
33519,4
16235,6
27214,4
41848,3
11449,6
25944,6
49126,6
32076,6
24913,6
8851,6
32146,6
571,8
30346,7
37843,4
6114,7
229,8
13549,6
9529,7
1598,7
7340,7
11349,8
6217,6
377,8
25189,7
28198,5
653,8
794,8
31640,6
8744,6
145,8
2212,6
12498,8
7863,8
199,8
9279,6
17204,8
21539,6
53234,7
12709,7
85589,7
20539,7
11674,6
152,6
199512,7
1573,7
172,6
64900,7
168,7
157,7
154,8
11967,7
621,7
364,7
174,7
9086,6
9037,4
55687,4
10173,6
46681,7
168535,6
8845,6
578,8
17692,4
17795,6
579,6
75,6
13891,7
10896,7
9390,7
378,7
2322,7
26949,6
41240,7
9819,7
49799,6
31908,7
46027,7
3179,7
1802,8
4232,7
9361,8
2928,6
10549,8
30285,6
58102,7
27265,7
18451,7
49935,7
36758,6
8818,6
74239,8
36040,8
9415,6
55146,5
12145,6
303693,6
42424,5
2892,7
34314,5
85242,5
9622,6
8860,6
197537,5
9404,7
66597,5
31000,6
9619,6
14832,7
26306,7
4104,7
40506,5
203829,8
43775,7
14908,5
784,8
168283,7
16448,8
12489,7
55936,8
28059,7
17894,6
17949,5
1968,6
66,7
61563,6
20735,5
58911,6
11419,6
333165,6
638,8
25624,7
60083,6
9366,8
25796,6
21915,6
50091,7
90928,7
19952,6
9446,5
28005,6
18420,6
9403,7
27322,7
9311,6
10003,6
11844,7
884,6
49806,7
1624,7
16052,7
88423,7
4477,6
18423,5
24662,7
76996,6
50512,6
9405,5
6499,4
12723,6
9360,5
9434,7
13982,5
93946,7
21626,6
118991,5
77223,7
31465,6
12793,6
102878,6
105763,6
9611,6
47694,7
10357,6
2163,7
124680,6
816,7
9977,6
124843,5
16399,6
31017,6
24645,5
49478,5
12499,5
68545,6
18,8
109614,7
1811,6
60082,5
53023,8
11239,8
15321,7
50850,5
64802,7
125021,6
2058,6
9450,7
330,7
59232,7
16375,7
33660,6
38523,8
45671,6
17770,6
15170,5
1701,7
26422,7
124642,7
201445,6
1639,4
49235,6
106129,6
291634,6
47686,7
11103,6
415,4
11970,7
107743,5
65889,7
407992,7
34941,6
11956,7
266,8
754,7
17991,6
8874,6
37567,6
43771,7
124834,7
249358,5
38225,6
18080,6
17834,5
111367,6
607,7
65046,7
4421,6
10603,6
8413,7
2142,7
9387,7
686,8
10336,5
20737,5
9413,6
14585,7
49462,7
18519,5
8834,7
38295,6
8854,3
22073,6
37244,5
9458,6
4961,6
17832,5
9416,6
9772,6
6072,7
26180,5
1669,8
468,7
108401,6
10806,6
32519,6
9433,7
6623,6
978,7
9437,7
29461,7
10351,6
2118,8
66588,6
2649,8
14289,5
56651,4
10155,7
20457,6
75250,6
18355,7
55306,7
36434,6
33657,5
2255,7
68924,7
9427,7
172545,6
28353,5
1813,8
17589,7
3597,6
36797,6
12628,6
25099,7
33344,7
45019,7
63437,6
62422,7
782,8
29911,6
9827,5
251481,7
8067,6
125052,6
1959,7
45153,7
10871,6
14398,6
1281,6
99002,7
10890,7
32332,5
9770,6
12616,6
34838,7
14905,7
14583,7
11975,7
9281,7
4995,8
61337,6
563,7
19931,8
31535,2
10215,7
9823,4
45928,6
37165,8
45609,7
45565,5
38904,7
9407,6
9414,7
4824,6
8078,6
9444,7
11831,7
2895,7
29938,5
124606,6
19601,7
39177,7
42832,7
293820,6
9574,5
167738,6
10371,6
9714,4
489,8
22797,7
2639,7
8197,7
102406,5
170430,5
6283,6
279698,6
49728,5
64562,6
4233,6
191874,5
10217,8
438108,5
714,6
52537,5
9922,6
12799,6
62394,7
184,8
597,8
547,7
25994,7
9746,7
9438,4
115,8
9410,7
27103,8
26941,6
216794,6
154821,7
88863,6
32302,3
41417,5
12538,6
2666,8
46338,6
54007,5
9490,7
11258,6
586,7
9411,7
9033,6
25719,7
11220,8
6116,4
21253,7
281289,4
9457,6
43911,4
44361,7
39424,6
11702,6
12238,6
2923,6
11568,5
41577,7
66894,4
10153,6
11003,7
49645,6
47112,6
30949,6
102732,6
2898,8
9558,7
83593,8
320011,5
26269,6
47452,7
18205,7
11808,7
6970,6
36943,6
17941,6
21736,7
10668,7
42807,6
9313,6
617,6
36568,6
37272,6
5910,8
9440,7
53092,7
32911,6
44308,6
124821,6
32456,6
93350,6
32144,6
17127,6
62695,7
40688,4
17133,6
19848,6
1774,7
70581,6
2157,5
17644,3
8838,6
795,7
29193,7
30265,6
16980,7
27472,6
47881,5
12488,6
9469,7
98499,6
81367,5
267,7
21252,7
16148,7
73135,5
9449,6
6264,5
90414,5
188870,6
215373,5
78149,4
15513,6
31220,5
29825,6
13907,6
10622,6
30020,8
17139,8
34582,7
10216,4
9771,5
38618,4
76330,7
78373,7
18316,6
24560,6
77514,7
49474,7
9448,6
39467,7
209345,6
8656,6
55561,7
4415,7
58680,4
35796,8
929,5
35161,7
9844,6
9452,7
18937,6
40505,4
1878,8
14342,6
9715,6
26610,7
20064,6
40961,6
6068,6
312,8
15037,6
1965,6
50043,6
37636,7
17044,6
21334,8
416437,7
60951,6
32284,6
51955,6
47481,6
37410,7
53765,6
136134,5
10674,8
12655,7
846,7
3050,5
11020,8
1389,7
20862,7
9464,8
108548,7
944,7
95,7
35680,6
473,7
11551,6
102304,6
544,7
10513,4
28966,8
65203,6
143,8
42861,6
33680,7
43277,7
12311,8
56164,6
34106,8
43278,7
27367,8
43266,8
887,8
17661,7
28580,8
33667,7
23383,8
25430,8
27191,7
11426,8
654,8
1725,8
15919,8
5769,6
874,8
10633,8
17917,7
3116,8
1051,8
12102,8
1366,8
16619,8
9443,7
606,7
11050,7
746,8
380,8
466,7
11485,7
15389,7
13597,7
403,7
2108,8
10014,6
10131,6
10072,7
13820,7
10160,5
4488,6
9725,6
9730,6
11284,5
9731,5
10225,6
10281,5
9728,6
10676,5
10283,5
948,8
11357,6
11281,6
36599,5
11361,5
39929,6
41769,4
41828,5
10585,7
11187,5
11186,6
609,7
11133,6
9552,8
10306,5
11586,4
11587,6
941,8
943,7
927,7
942,7
928,6
9340,8
9342,7
38509,6
60033,5
12101,7
19,8
165,8
551,7
196,7
16084,6
17984,7
22328,6
32611,6
346,9
11051,8
3170,7
841,6
242,8
859,8
9769,7
9424,6
1411,6
44322,6
857,9
17539,7
9835,6
22777,6
20173,6
9570,6
13962,5
16249,7
65157,6
19378,6
10957,6
14612,7
29228,6
19379,6
11164,6
18887,7
40866,5
24736,7
10122,7
24816,6
25445,7
12129,5
10439,7
9354,6
28736,6
11158,5
14140,6
9994,7
9631,7
34774,7
37969,7
9820,7
36606,7
96196,6
14013,6
98505,6
1779,8
10849,8
678,8
907,8
42121,7
5961,8
47908,8
2887,8
20348,7
11974,7
26648,7
35144,7
11911,8
793,8
9325,8
43037,7
10340,7
10414,7
10437,8
10144,8
15300,7
12230,7
13380,6
10693,7
11335,5
13155,7
14822,6
11135,7
10249,6
15969,6
10882,7
15943,6
11319,7
24808,7
19762,6
65158,6
2619,6
41841,6
13850,7
53565,8
27332,6
97,7
10419,7
2107,7
6471,7
11675,6
9442,7
11591,6
13697,7
19158,5
227,7
123,6
9314,7
87,8
11336,7
9980,6
10657,6
10823,6
11497,7
9454,7
2907,7
8688,6
118452,5
16155,6
48894,7
23954,7
12761,8
14367,7
396,8
11814,7
16081,6
11837,8
11704,8
18331,7
15171,7
11639,7
10489,6
4978,7
10380,6
11976,6
11522,7
15144,7
13853,5
11557,6
11415,6
37530,6
8393,7
9320,4
21661,4
33644,6
11937,7
14662,7
125124,6
115872,7
39930,5
34584,7
805,8
34636,5
2182,5
10692,7
28070,4
77469,6
10278,7
17915,6
14557,6
36647,7
41469,7
9417,6
19381,7
34637,7
4011,8
573,7
161795,7
1580,8
2370,6
5780,7
506,7
5854,7
22527,7
574,7
11219,7
845,8
30159,7
51942,7
1978,7
46702,6
54795,6
3682,6
46748,7
117,8
14577,6
37498,5
38621,7
59138,7
28047,6
4175,6
847,7
31667,6
21734,8
13321,8
31997,7
11462,7
24197,6
31995,6
940,8
12684,7
2761,6
2762,7
15007,6
52907,6
36049,6
8208,7
52748,6
31930,6
47695,5
75793,5
143750,7
543,7
20213,6
36054,6
52782,6
36055,6
36056,6
2760,7
31641,7
223318,4
10220,7
431,7
22796,7
22256,7
64398,6
69848,6
37550,8
21873,7
21500,6
37916,8
84116,5
3525,7
12626,7
37818,4
2321,6
2028,7
16384,6
129628,5
77314,6
91217,7
11597,5
10699,6
218624,4
47947,6
48311,4
44772,6
14347,6
41090,6
18282,6
5971,6
11933,5
18169,6
11082,6
881,8
4478,6
20096,5
30815,6
22318,6
53113,7
122289,6
72987,7
193103,4
24746,7
2109,7
8195,7
9877,6
26618,7
21132,7
24016,7
11855,6
14785,8
14794,8
11071,7
3486,5
1091,8
10403,8
11337,7
25723,6
162,8
73351,6
28134,6
8916,6
12159,7
9429,6
30197,8
27791,5
10156,7
43106,7
3121,8
10377,8
4975,6
37532,7
134368,5
9713,5
9821,7
85837,6
4437,7
1039,7
1890,7
1955,8
39437,6
11932,6
108316,5
6435,6
10683,8
63709,7
9445,7
2657,8
9425,6
32326,8
637,9
8675,6
125762,5
9945,6
20701,6
73,8
18603,8
12888,6
3033,7
46889,7
9882,6
4518,7
10663,6
1808,7
3600,5
297,7
17037,6
8336,5
21589,7
11893,7
123056,7
5332,6
12223,7
14924,7
32081,7
10002,7
19426,8
9798,7
14444,6
41817,6
12560,7
666,8
9466,6
2042,7
9487,7
309,8
24018,4
10162,7
1678,8
244,8
1680,6
39256,6
692,6
10730,6
8130,6
31947,4
11532,7
9749,7
9626,5
14628,6
10466,6
13698,6
9336,7
12118,5
11954,6
10587,5
11825,5
10157,6
707,6
11895,4
12257,5
9447,6
37536,3
27104,7
10029,6
8545,7
11252,5
10223,8
11545,8
9837,7
1934,7
110643,7
200,6
9745,5
11881,8
24951,6
1369,6
8879,7
13764,6
1368,8
1370,6
10303,6
9326,7
10328,7
11285,5
1371,7
1367,7
1375,5
15196,7
11904,7
215875,6
13818,6
29968,6
44326,6
15596,7
1374,7
1885,7
8856,6
10495,5
16885,7
5825,8
76857,7
8741,8
9822,6
9276,6
9489,7
39314,7
9422,7
10312,7
24525,6
10368,7
9441,7
125582,7
11365,7
140897,6
31662,7
1363,6
22913,7
825,7
46992,7
36136,6
15556,6
28902,6
14709,6
9423,5
14443,3
10658,5
40729,5
24086,7
11815,7
6917,6
10344,5
15698,7
9426,8
16337,6
30497,8
25018,5
2620,6
16780,3
12151,7
25438,6
33278,6
274253,6
10945,6
10013,6
192,8
9671,7
9396,6
11038,6
12278,5
11873,7
18588,6
12715,5
10015,7
8388,6
6187,7
45712,5
8129,8
1618,7
10722,7
125548,6
296543,5
10314,6
170187,5
11167,8
47139,5
2112,7
111794,6
16172,5
9524,7
20595,8
11622,7
10207,6
9849,5
82865,7
16306,8
18892,6
13466,8
43978,7
1542,8
8224,6
15256,6
18417,6
12479,5
1847,8
15209,6
26425,6
42113,8
15031,6
8913,7
10906,5
8769,7
25748,4
25749,4
14742,7
15856,7
27932,6
7227,6
10671,7
10670,6
33518,6
5919,7
40160,5
2362,7
10803,7
1685,6
871,8
1687,6
1705,6
1688,6
166680,4
113286,7
31638,5
29723,4
9535,7
796,7
9455,6
100,8
11123,6
77936,7
47501,6
84586,7
30943,6
7341,5
11773,7
9540,7
31503,5
10350,4
107946,5
30202,6
11772,8
22345,3
53685,5
1567,7
1641,6
47288,4
10212,7
10354,7
11526,6
8583,7
123728,6
11374,6
16520,7
16508,5
16379,4
125123,6
28029,7
4951,7
603,9
65749,7
8970,6
186705,6
30950,6
70687,6
9840,8
9430,7
11660,8
11355,6
18764,6
49981,6
9465,7
27455,5
6522,7
114719,4
25512,6
1414,8
143299,6
10209,6
445590,8
1902,8
22826,7
39964,5
12596,6
6396,7
89522,6
9451,7
1946,7
139445,7
42230,5
74140,6
1844,6
6552,6
24584,8
213985,7
25471,8
4154,7
18462,6
3309,8
28941,6
18252,6
28519,7
8592,6
564,7
13852,8
140519,5
10210,6
25232,7
9460,6
4927,7
17962,8
53862,5
33194,8
122190,6
31342,6
1893,6
44297,7
95627,4
8785,8
15849,7
18990,7
29242,6
29243,6
31498,6
29239,6
15660,7
8536,7
1924,7
9531,5
11411,4
138,8
30793,6
3103,6
3035,8
3077,7
3074,6
3079,7
3076,6
13666,7
29794,4
32023,6
36685,7
43391,4
9077,6
10785,7
30168,6
19483,6
8974,7
18158,6
11549,8
41516,5
27625,5
17918,5
37305,7
29959,6
18784,7
509,7
1090,7
15059,5
24858,8
12117,7
11779,8
55912,6
41730,6
100568,7
84198,7
13533,7
62676,7
817,7
265966,6
91598,6
14283,8
37135,7
2275,6
68426,6
24137,7
10376,8
104,8
15800,7
9032,6
13821,7
55955,7
9421,8
67067,5
6488,6
9473,8
125263,7
10279,7
2767,8
8487,5
78568,7
1073,7
10239,8
2105,7
2667,6
48958,6
9825,6
345,7
10208,6
16158,7
133575,5
620,8
2978,7
10490,7
11618,5
1812,7
4806,6
9824,6
332,4
33430,7
8914,6
10056,7
247,8
967,8
802,8
3175,8
1628,8
147,8
21185,6
11120,7
10136,6
32060,7
48686,5
48259,6
48660,6
873,8
26789,6
108312,6
198469,7
11416,7
10776,7
3934,7
24452,6
9710,5
31924,6
30890,8
39074,6
20242,6
66194,5
24081,6
2115,6
3526,7
23599,6
41166,6
197239,6
16406,6
10386,8
913,7
745,8
912,7
12229,6
67323,7
91076,6
19457,6
89861,6
17707,6
9781,7
11353,6
102489,6
13817,7
126996,8
38715,6
48781,5
12185,7
18212,6
26857,7
29056,7
28501,7
29030,6
25319,7
29074,7
24103,6
10552,6
9267,8
10768,6
10766,6
813,8
2665,6
9406,5
11418,6
14170,6
11153,7
2280,7
11077,6
22611,7
28597,5
39780,7
10396,6
850,8
9944,7
10154,6
10366,4
10342,5
9349,6
10494,8
126152,6
51679,7
22314,6
15122,6
35813,6
2038,4
28737,3
11963,7
11037,6
141489,8
53761,7
11955,4
113273,7
91893,7
9096,6
103793,7
2900,5
37718,6
17709,4
1911,7
47144,8
104896,6
30964,6
52366,7
2162,5
14578,6
6373,6
40694,7
10307,6
49184,8
11601,7
18621,6
4338,6
21719,6
1075,8
47951,7
43832,8
40879,5
77064,5
47697,8
26522,7
49792,6
23761,6
24097,5
28295,6
42114,6
12105,7
11001,6
10390,7
24128,9
14,8
704,8
35122,6
24153,7
11797,7
142132,6
18086,6
9453,5
124475,7
17887,7
10669,8
40867,7
11527,7
1049,6
42848,6
28032,6
11326,7
28377,6
10975,7
10974,7
10398,6
24071,7
62994,5
2290,6
16112,6
32305,3
15198,7
14429,6
60994,6
24066,6
6415,7
171982,6
10381,6
21430,5
10349,6
5622,8
42518,7
29787,6
60285,6
9638,7
10576,6
42486,6
12662,5
61369,7
11712,8
12618,5
13824,5
288772,7
226,8
55107,6
10388,7
69851,7
44857,6
17198,6
9346,7
14412,7
861,8
9377,8
2457,8
11541,7
11901,8
85325,6
4929,7
11230,8
8416,8
851,8
11054,7
24453,7
18254,7
56235,8
20123,8
16642,8
2593,8
42020,7
16305,8
3086,8
32255,8
19997,7
3767,8
17352,7
535,6
48797,8
2731,7
1654,8
31043,6
14831,7
658,8
657,7
391,8
8052,7
646,7
65452,4
65448,6
772,7
5689,6
73575,7
31650,6
302579,6
550,9
1610,7
12220,6
53151,7
97537,7
42881,7
404,8
36819,7
42196,8
42726,8
9343,8
16858,8
29064,4
42006,7
11562,8
10496,4
16162,7
31306,6
8649,7
10563,6
14484,5
214735,5
